Particle 1 points: 
2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 2.088251, 
2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 2.075230, 
2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 2.054003, 
2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 2.022206, 
1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 1.977614, 
1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 1.918369, 
1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 1.843204, 
1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 1.751655, 
1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 1.644208, 
1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 1.522378, 
1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 1.388690, 
1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 1.246546, 
1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 1.100000, 
0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 0.953454, 
0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 0.811310, 
0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 0.677622, 
0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 0.555792, 
0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 0.448345, 
0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 0.356796, 
0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 0.281631, 
0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 0.222386, 
0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 0.177794, 
0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 0.145997, 
0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 0.124770, 
0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 0.111749, 
0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 0.104633, 
0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 0.101358, 
0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 0.100226, 
0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 0.100008, 
]

 Particle 1 charge data: 
[-0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, -0.225239, 
-0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, -0.225190, 
-0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, -0.224938, 
-0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, -0.224208, 
-0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, -0.222621, 
-0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, -0.219718, 
-0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, -0.214984, 
-0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, -0.207893, 
-0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, -0.197951, 
-0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, -0.184741, 
-0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, -0.167984, 
-0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, -0.147576, 
-0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, -0.123627, 
-0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, -0.096474, 
-0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, -0.066680, 
-0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, -0.034996, 
-0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, -0.002312, 
0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 0.030421, 
0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 0.062279, 
0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 0.092458, 
0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 0.120362, 
0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 0.145666, 
0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 0.168324, 
0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 0.188498, 
0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 0.206363, 
0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 0.221900, 
0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 0.234813, 
0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 0.244712, 
0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 0.251471, 
0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 0.255433, 
0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 0.257329, 
0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 0.257995, 
0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 0.258124, 
]

Particle 2 points: 
[0.004045, 0.003972, 0.003755, 0.003403, 0.002928, 0.002346, 0.001680, 0.000954, 0.000192, -0.000576, -0.001323, -0.002023, -0.002649, -0.003180, -0.003596, -0.003881, -0.004027, -0.004027, -0.003881, -0.003596, -0.003180, -0.002649, -0.002023, -0.001323, -0.000576, 0.000192, 0.000954, 0.001680, 0.002346, 0.002928, 0.003403, 0.003755, 0.003972, 
0.021274, 0.020889, 0.019750, 0.017897, 0.015396, 0.012340, 0.008837, 0.005015, 0.001012, -0.003028, -0.006958, -0.010637, -0.013931, -0.016722, -0.018909, -0.020412, -0.021177, -0.021177, -0.020412, -0.018909, -0.016722, -0.013931, -0.010637, -0.006958, -0.003028, 0.001012, 0.005015, 0.008837, 0.012340, 0.015396, 0.017897, 0.019750, 0.020889, 
0.052091, 0.051150, 0.048359, 0.043822, 0.037700, 0.030216, 0.021639, 0.012281, 0.002479, -0.007413, -0.017037, -0.026045, -0.034112, -0.040946, -0.046300, -0.049981, -0.051855, -0.051855, -0.049981, -0.046300, -0.040946, -0.034112, -0.026045, -0.017037, -0.007413, 0.002479, 0.012281, 0.021639, 0.030216, 0.037700, 0.043822, 0.048359, 0.051150, 
0.096150, 0.094412, 0.089262, 0.080886, 0.069587, 0.055772, 0.039942, 0.022668, 0.004575, -0.013684, -0.031448, -0.048075, -0.062965, -0.075579, -0.085461, -0.092255, -0.095715, -0.095715, -0.092255, -0.085461, -0.075579, -0.062965, -0.048075, -0.031448, -0.013684, 0.004575, 0.022668, 0.039942, 0.055772, 0.069587, 0.080886, 0.089262, 0.094412, 
0.152839, 0.150077, 0.141891, 0.128576, 0.110615, 0.088655, 0.063492, 0.036033, 0.007272, -0.021751, -0.049989, -0.076420, -0.100088, -0.120140, -0.135849, -0.146648, -0.152147, -0.152147, -0.146648, -0.135849, -0.120140, -0.100088, -0.076420, -0.049989, -0.021751, 0.007272, 0.036033, 0.063492, 0.088655, 0.110615, 0.128576, 0.141891, 0.150077, 
0.221193, 0.217196, 0.205349, 0.186080, 0.160085, 0.128305, 0.091887, 0.052148, 0.010525, -0.031479, -0.072345, -0.110597, -0.144851, -0.173870, -0.196604, -0.212233, -0.220192, -0.220192, -0.212233, -0.196604, -0.173870, -0.144851, -0.110597, -0.072345, -0.031479, 0.010525, 0.052148, 0.091887, 0.128305, 0.160085, 0.186080, 0.205349, 0.217196, 
0.299797, 0.294379, 0.278322, 0.252205, 0.216973, 0.173899, 0.124540, 0.070680, 0.014265, -0.042666, -0.098054, -0.149898, -0.196325, -0.235656, -0.266470, -0.287653, -0.298439, -0.298439, -0.287653, -0.266470, -0.235656, -0.196325, -0.149898, -0.098054, -0.042666, 0.014265, 0.070680, 0.124540, 0.173899, 0.216973, 0.252205, 0.278322, 0.294379, 
0.386699, 0.379711, 0.358999, 0.325312, 0.279867, 0.224307, 0.160641, 0.091168, 0.018400, -0.055033, -0.126477, -0.193349, -0.253234, -0.303966, -0.343712, -0.371035, -0.384948, -0.384948, -0.371035, -0.343712, -0.303966, -0.253234, -0.193349, -0.126477, -0.055033, 0.018400, 0.091168, 0.160641, 0.224307, 0.279867, 0.325312, 0.358999, 0.379711, 
